AncestorClass,Language,first_node_depth,proximate_node_depth,proximate_node_posterior_probability,most_recent,cladesOrder,clade_id,iso_code,language_id,ascii_name,Meaning,Clade,Romanized,Native.Script,Phonemic,Phoenetic,Cognate.Set,Ancestor,Date,evolution_time
Proto-Indo-European,Kashubian,3663,400,1,0,3,11,csb,175,Kashubian,wing,Slavic,skrzidło,,ˈskʐidwɔ,ˈskʂɘ̟dwɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Macedonian: Visoka,3663,100,1,0,3,11,mkd,253,MacedonianVisoka,wing,Slavic,krìlu,,ˈkrilo,ˈkɾʲilu,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Serbo-Croat,3663,800,1,0,3,11,hrv,95,SerboCroatian,wing,Slavic,krilo,,ˈkrǐːlo,ˈkɾǐːɫɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Latgalian,3663,300,1,0,3,11,ltg,190,Latgalian,run,Baltic,skrīt,,skriːtʲ,skriːtʲ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Latvian,3663,300,1,0,3,11,lav,44,Latvian,run,Baltic,skriet,,skriɛt,skriɛt,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Sorbian: Lower,3663,250,1,0,3,11,dsb,47,SorbianLower,wing,Slavic,kšidło,,ˈkɕidwo,ˈkɕidwɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Macedonian: Suho,3663,100,1,0,3,11,mkd,254,MacedonianSuho,wing,Slavic,krìlu,,ˈkrilo,ˈkɾʲilu,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Latgalian,3663,300,1,0,3,11,ltg,190,Latgalian,fly_V,Baltic,skrīt,,skriːtʲ,skriːtʲ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Macedonian,3663,500,0.28,0,3,11,mkd,92,Macedonian,wing,Slavic,krilo,крило,ˈkrilo,ˈkɾiɫo,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Polish,3663,400,1,0,3,11,pol,55,Polish,wing,Slavic,skrzydło,,ˈskʂɨdwo,ˈskʂɘ̟dwɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Ukrainian,3663,200,1,0,3,11,ukr,73,Ukrainian,wing,Slavic,krilo,крило,krɪˈlo,kɾɪ̽ˈɫɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Slovak,3663,400,0.99,0,3,11,slk,66,Slovak,wing,Slavic,krídlo,,ˈkriːdlo,ˈkɾiːdlɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Rusyn,3663,750,1,0,2,12,rue,249,Rusyn,wing,Slavic,krωló,,krɯˈlɔ,krɯˈlŭɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Russian,3663,700,1,0,3,11,rus,60,Russian,wing,Slavic,krylo,крыло,kriˈlo,krɘˈɫɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Sorbian: Upper,3663,250,1,0,3,11,hsb,48,SorbianUpper,wing,Slavic,křidło,,ˈkʃidwɔ,ˈkʃidwɔ,?*(s)k⁽ʷ⁾rei̯- [Proto-Indo-European],(s)k⁽ʷ⁾rei̯,8120,8120
Proto-Indo-European,Assamese,5520,650,1,0,2,24,asm,272,Assamese,ash,Indic,sāi,ছাই,,ɕɑi,?*(s)k̑ed- [Proto-Indo-European],(s)k̑ed,8120,8120
Proto-Indo-European,Bengali,5520,1500,0.71,0,2,24,ben,10,Bengali,ash,Indic,chāi,ছাই,,tʃʰai,?*(s)k̑ed- [Proto-Indo-European],(s)k̑ed,8120,8120
Proto-Indo-European,Maithili,5520,800,1,0,2,24,mai,111,Maithili,ash,Indic,chāur,छाउर,,tʃʰɑʊr,?*(s)k̑ed- [Proto-Indo-European],(s)k̑ed,8120,8120
Proto-Indo-European,Gawri,5520,1200,1,0,2,24,gwc,290,Gawri,ash,Indic,čhī,چھی,tɕiː LH,tɕiˑʔ,?*(s)k̑ed- [Proto-Indo-European],(s)k̑ed,8120,8120
Proto-Indo-European,Palula,5520,1200,1,0,2,24,phl,219,Palula,ash,Indic,čhíi,چھی,tɕʰíi,tɕʰiː,?*(s)k̑ed- [Proto-Indo-European],(s)k̑ed,8120,8120
Proto-Indo-European,Albanian: Gheg,3663,250,1,0,3,30,aln,3,AlbanianGheg,hide,Albanian,mshef,,,,?*(s)kep- [Proto-Indo-European],(s)kep,8120,8120
Proto-Indo-European,Albanian: Standard,3663,250,1,0,3,30,sqi,143,AlbanianStandard,hide,Albanian,fsheh,,,,?*(s)kep- [Proto-Indo-European],(s)kep,8120,8120
Proto-Indo-European,Lithuanian,3663,1400,1,0,3,11,lit,46,Lithuanian,fly_V,Baltic,skrìsti,,ˈsʲkʲrʲɪsʲtɪ,ˈsʲkʲrʲɪsʲtʲɪ,?*(s)krei̯t- [Proto-Indo-European],(s)krei̯t,8120,8120
Proto-Indo-European,Latgalian,3663,300,1,0,3,11,ltg,190,Latgalian,sand,Baltic,smiļkts,,smʲilʲkts,smʲilʲkts,?*(s)melH- [Proto-Indo-European],(s)melH,8120,8120
Proto-Indo-European,Latvian,3663,300,1,0,3,11,lav,44,Latvian,sand,Baltic,smiltis,,smiltis,ˈsmiltis,?*(s)melH- [Proto-Indo-European],(s)melH,8120,8120
Proto-Indo-European,Lithuanian,3663,1400,1,0,3,11,lit,46,Lithuanian,sand,Baltic,smė̃lis,,ˈsʲmʲeːlʲɪs,ˈsʲmʲeːlʲɪs,?*(s)melH- [Proto-Indo-European],(s)melH,8120,8120
Proto-Indo-European,Old Catalan,5564,850,1,750,3,5,cat,289,OldCatalan,think,Italic,pensar,,pənˈsa,pənˈsa,?*(s)pend- [Proto-Indo-European],(s)pend,8120,7370
Proto-Indo-European,Old Spanish,5564,800,0.81,700,3,5,osp,204,OldSpanish,think,Italic,pensar,,penˈsaɾ,,?*(s)pend- [Proto-Indo-European],(s)pend,8120,7420
Proto-Indo-European,Old Spanish,5564,800,0.81,700,3,5,osp,204,OldSpanish,heavy,Italic,pesado,,peˈzado,,?*(s)pend- [Proto-Indo-European],(s)pend,8120,7420
Proto-Indo-European,Old Occitan,5564,900,1,700,3,5,pro,283,OldOccitan,think,Italic,pensar,,,,?*(s)pend- [Proto-Indo-European],(s)pend,8120,7420
Proto-Indo-European,Franco-Provençal,5564,300,0.99,0,3,5,frp,220,FrancoProvencal,think,Italic,pëssâ,,pʌˈsɑ,pɜˈsɑ,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Franco-Provençal,5564,300,0.99,0,3,5,frp,220,FrancoProvencal,heavy,Italic,peuzë,,pøˈzʌ,pø̞ˈzʌː,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,French,5564,300,0.99,0,3,5,fra,25,French,think,Italic,penser,,pɑ̃se,pɑ̃se,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Catalan,5564,850,1,0,3,5,cat,17,Catalan,think,Italic,pensar,,pənˈsa,pənˈsa,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Friulian,5564,800,0.57,0,3,5,fur,122,Friulian,think,Italic,pensâ,,penˈsaː,peŋˈsa,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Italian,5564,300,1,0,3,5,ita,39,Italian,heavy,Italic,pesante,,peˈsante,peˈsante,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Friulian,5564,800,0.57,0,3,5,fur,122,Friulian,heavy,Italic,pesant,,peˈzant,peˈzant,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Sardinian: Logudoro,5564,550,1,0,3,5,src,62,SardinianLogudoro,think,Italic,pessare,,pesˈsaːrɛ,pesˈsaːrɛ,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Ladin,5564,1050,0.24,0,3,5,lld,42,Ladin,heavy,Italic,pesoch,,peˈsɔk,,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Neapolitan,5564,750,0.59,0,3,5,nap,189,Neapolitan,think,Italic,penzà,,pənˈtsa,pənˈtsa,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Italian,5564,300,1,0,3,5,ita,39,Italian,think,Italic,pensare,,penˈsare,penˈsaːɾe,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Sardinian: Logudoro,5564,550,1,0,3,5,src,62,SardinianLogudoro,heavy,Italic,pesante,,ˈpɛsantɛ,ˈpɛsantɛ,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Ladin,5564,1050,0.24,0,3,5,lld,42,Ladin,think,Italic,pensé,,pəŋˈse,,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Milanese,5564,300,1,0,3,5,lmo,311,Milanese,think,Italic,pensàa,,penˈsa,,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Spanish,5564,800,0.81,0,3,5,spa,68,Spanish,heavy,Italic,pesado,,peˈsado,peˈsaðo,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Portuguese,5564,950,1,0,3,5,por,56,Portuguese,think,Italic,pensar,,pẽˈsaɾ,pẽˈsaɾ,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Portuguese: Brazilian,5564,50,1,0,3,5,por,305,PortugueseBrazilian,think,Italic,pensar,,,,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Sardinian: Nuoro,5564,550,1,0,3,5,src,63,SardinianNuoro,think,Italic,penzare,,penˈtsaːrɛ,penˈtsaːrɛ,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Spanish,5564,800,0.81,0,3,5,spa,68,Spanish,think,Italic,pensar,,penˈsaɾ,penˈsaɾ,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Walloon,5564,600,0.98,0,3,5,wln,76,Walloon,think,Italic,pinser,,pẽˈse,pẽˈse,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Neapolitan,5564,750,0.59,0,3,5,nap,189,Neapolitan,heavy,Italic,pesante,,pəˈsantə,pəˈsantə,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Portuguese: Brazilian,5564,50,1,0,3,5,por,305,PortugueseBrazilian,heavy,Italic,pesado,,,,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Indo-European,Portuguese,5564,950,1,0,3,5,por,56,Portuguese,heavy,Italic,pesado,,pɨˈzaðu,pɨˈzaðu,?*(s)pend- [Proto-Indo-European],(s)pend,8120,8120
Proto-Celtic,Old Irish,4889,1600,1,1250,3,15,sga,127,OldIrish,liver,Celtic,oa,,ˈo.a,ˈɔ.a,?*au̯V- [Proto-Celtic],au̯V,3250,2000
Proto-Celtic,Middle Welsh,4889,950,0.84,700,3,15,wlm,239,MiddleWelsh,liver,Celtic,afu,,avʉ,,?*au̯V- [Proto-Celtic],au̯V,3250,2550
Proto-Celtic,Middle Breton,4889,650,1,450,3,15,xbm,172,MiddleBreton,liver,Celtic,"auu, auv, affu, eü",,,ˈaːvy,?*au̯V- [Proto-Celtic],au̯V,3250,2800
Proto-Celtic,Late Cornish,4889,850,1,300,3,15,cor,230,LateCornish,liver,Celtic,avy,,ˈavi,,?*au̯V- [Proto-Celtic],au̯V,3250,2950
Proto-Celtic,Gaelic: Manx,4889,600,1,200,3,15,glv,147,GaelicManx,liver,Celtic,aane,,ɛːn,ɛːn,?*au̯V- [Proto-Celtic],au̯V,3250,3050
Proto-Celtic,Gaelic: Scottish,4889,600,1,0,3,15,gla,115,GaelicScottish,liver,Celtic,adha,,ɤ.ə,,?*au̯V- [Proto-Celtic],au̯V,3250,3250
Proto-Celtic,Gaelic: Irish,4889,1000,1,0,3,15,gle,38,GaelicIrish,liver,Celtic,ae,,ˈeː,ˈeː,?*au̯V- [Proto-Celtic],au̯V,3250,3250
Proto-Celtic,Welsh: North,4889,950,0.84,0,3,15,cym,236,WelshNorth,liver,Celtic,iau,,jaːɨ,jaːɨ,?*au̯V- [Proto-Celtic],au̯V,3250,3250
Proto-Celtic,Breton: Treger,4889,400,1,0,3,15,bre,229,BretonTreger,liver,Celtic,avu,,ˈavy,ˈaːvy,?*au̯V- [Proto-Celtic],au̯V,3250,3250
Iranic,Wakhi,5520,1550,1,0,2,23,wbl,75,Wakhi,tail,Iranic,bičkam,,bit̠ʃkam,,?baičakama- [Iranic],baičakama,3550,3550
Proto-Indo-European,Latin,5564,3550,1,2050,3,5,lat,112,Latin,stick,Italic,baculum,,ˈbakulum,ˈbakulũ,?*bak- [Proto-Indo-European],bak,8120,6070
Proto-Indo-European,Sardinian: Logudoro,5564,550,1,0,3,5,src,62,SardinianLogudoro,stick,Italic,bácculu,,ˈbakkulu,ˈbakkulu,?*bak- [Proto-Indo-European],bak,8120,8120
Proto-Indo-European,Albanian: Arbëresh,3663,1100,1,0,3,30,aae,286,AlbanianArberesh,grass,Albanian,barë,,ˈbaːɾə,,?*bʰar(s)- [Proto-Indo-European],bʰar(s),8120,8120
Proto-Indo-European,Albanian: Gheg,3663,250,1,0,3,30,aln,3,AlbanianGheg,grass,Albanian,bar,,,,?*bʰar(s)- [Proto-Indo-European],bʰar(s),8120,8120
Proto-Indo-European,Albanian: Standard,3663,250,1,0,3,30,sqi,143,AlbanianStandard,grass,Albanian,bar,,,,?*bʰar(s)- [Proto-Indo-European],bʰar(s),8120,8120
Proto-Indo-European,Middle Dutch,4889,950,0.91,800,3,1,dum,300,MiddleDutch,hide,Germanic,verberghen,,verˈberɣən,verˈberɣən,?*bʰergʰ- [Proto-Indo-European],bʰergʰ,8120,7320
Proto-Indo-European,Frisian,4889,500,1,0,3,1,frs,26,Frisian,hide,Germanic,ferbergje,,,frˈbɛrɣjə,?*bʰergʰ- [Proto-Indo-European],bʰergʰ,8120,8120
Proto-Indo-European,Armenian: Classical,5310,1650,1,1400,3,31,xcl,129,ClassicalArmenian,mouth,Armenian,beran,բերան,bɛɾɑn-ɔ-,bɛˈɾɑn,?*bʰerH- [Proto-Indo-European],bʰerH,8120,6720
Proto-Indo-European,Armenian: Eastern,5310,400,1,0,3,31,hye,8,ArmenianEastern,mouth,Armenian,beran,բերան,bɛɾɑn,bɛˈɾɑn,?*bʰerH- [Proto-Indo-European],bʰerH,8120,8120
Proto-Indo-European,Armenian: Western,5310,400,1,0,3,31,hyw,7,ArmenianWestern,mouth,Armenian,beran,բերան,pʰɛɾɑn,pʰɛˈɾɑn,?*bʰerH- [Proto-Indo-European],bʰerH,8120,8120
Proto-Indo-European,Lithuanian,3663,1400,1,0,3,11,lit,46,Lithuanian,mouth,Baltic,burnà,,bʊrˈna,bʊrˈnɐ,?*bʰerH- [Proto-Indo-European],bʰerH,8120,8120
Proto-Indo-European,Dutch,4889,400,0.76,0,3,1,nld,21,Dutch,bone,Germanic,bot,,,bɔt,?*bʰeu̯d- [Proto-Indo-European],bʰeu̯d,8120,8120
Proto-Indo-European,Swedish,4889,600,0.95,0,3,1,swe,69,Swedish,wet,Germanic,blöt,,,bløːt,?*bʰleu̯dh₂- [Proto-Indo-European],bʰleu̯dh₂,8120,8120
Proto-Indo-European,Kashubian,3663,400,1,0,3,11,csb,175,Kashubian,fruit,Slavic,brzôd,,bʐɜd,bʐɛ̽t,?*bʰrend- [Proto-Indo-European],bʰrend,8120,8120
Proto-Indo-European,Russian,3663,700,1,0,3,11,rus,60,Russian,throw,Slavic,brosit',бросить,ˈbrosʲitʲ,ˈbrɔsʲɪtsʲ,?*bʰreu̯k̑- [Proto-Indo-European],bʰreu̯k̑,8120,8120
Proto-Germanic,Frisian,4889,500,1,0,3,1,frs,26,Frisian,forest,Germanic,bosk,,,bosk,?*bosk- [Proto-Germanic],bosk,3750,3750
Proto-Germanic,Luxembourgish,4889,400,1,0,3,1,ltz,120,Luxembourgish,forest,Germanic,Bësch,,bəʃ,bəʃ,?*bosk- [Proto-Germanic],bosk,3750,3750
Proto-Germanic,Dutch,4889,400,0.76,0,3,1,nld,21,Dutch,forest,Germanic,bos,,,bɔs,?*bosk- [Proto-Germanic],bosk,3750,3750
Proto-Iranic,Parthian,5520,2600,0.91,2050,2,23,xpr,179,Parthian,run,Iranic,čamēd,cmyd,t͜ʃameːd,tʃameːd,?*čam- [Proto-Iranic],čam,4200,2150
Indo-Iranic,Khowar,5520,2500,0.69,0,2,24,khw,284,Khowar,small,Indic,tseq,څیق,tsɛq,tsɛq,?*čikka- [Indo-Iranic],čikka,5600,5600
Indo-Iranic,Kalaṣa-alâ: Nišeigrâm,6981,750,0.78,0,2,27,wbk,216,KalasaAlaNiseigram_Legacy,small,Nuristani,ćiki,,tsikˈi,tsikˈi,?*čikka- [Indo-Iranic],čikka,5600,5600
